section_id,book,map,section_number,print_sheet,short_title,description_catalogue,description_topos,section_type,note
5.02.31,5,5.02,31,AS01,Myrtoisches Meer,Myrtoisches Meer | Amorgos,"In the Myrtoon sea, islands, and cities of Amourgos:  Arkesine .",island,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Arkesine/Kos/Astypalaia (Cyclades/Dodecanese)]"
5.02.32,5,5.02,32,AS01,Rhodisches Meer,Rhodisches Meer | Karpathisches Meer,Islands in the Rhodian and Karpathian seas  Syme island .,island,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Syme/Kasos (Dodecanese)]"
5.02.33,5,5.02,33,AS01,Karpathos,Karpathos,Description of Karpathos:  Thoantion promontory .,island,"_ISLAND_APPENDIX_SECTIONS covers two structurally different things: a section that's one island's own detailed coastal walk (Corfu's section ""11"" - Kassiope, Ptychia, Korkyra, then three capes in catalogue order around the shore), and a section that's a *list* of several different islands (the Cyclades' section ""28"" - Ios, Polyaigos, Therasia, Delos... are seven different islands, not seven points on one island's coast). Connecting every point in an island-appendix section into one line would be right for the former and draw a nonsensical inter-island line for the latter - and gap size alone can't tell them apart, the same way it couldn't for loop-closing (see _NO_CLOSE_LOOP_TRAILS): Corfu's own capes sit 0.3-0.8 degrees apart, but so do plenty of *different* Cycladic islands in Ptolemy's own compressed coordinates. So island lines are opt-in, not automatic: only sections manually confirmed to be one island's own coastal walk are listed here, mapped to that island's name so sections describing the *same* island (Euboea's coast is told across three consecutive sections) merge into a single line. Everything else stays plotted as individual, unconnected island points."
5.02.34,5,5.02,34,AS01,Kap des Pan,,,island,"_ISLAND_APPENDIX_SECTIONS covers two structurally different things: a section that's one island's own detailed coastal walk (Corfu's section ""11"" - Kassiope, Ptychia, Korkyra, then three capes in catalogue order around the shore), and a section that's a *list* of several different islands (the Cyclades' section ""28"" - Ios, Polyaigos, Therasia, Delos... are seven different islands, not seven points on one island's coast). Connecting every point in an island-appendix section into one line would be right for the former and draw a nonsensical inter-island line for the latter - and gap size alone can't tell them apart, the same way it couldn't for loop-closing (see _NO_CLOSE_LOOP_TRAILS): Corfu's own capes sit 0.3-0.8 degrees apart, but so do plenty of *different* Cycladic islands in Ptolemy's own compressed coordinates. So island lines are opt-in, not automatic: only sections manually confirmed to be one island's own coastal walk are listed here, mapped to that island's name so sections describing the *same* island (Euboea's coast is told across three consecutive sections) merge into a single line. Everything else stays plotted as individual, unconnected island points."
5.03.01,5,5.03,01,AS01,Lykien,"Lykien | Eigentliches Asien | Pamphylien | Grenzpunkt (eigentliches Asien, Lykien, Pamphylien) | Masikytos-Gebirge | Lykisches Meer",,coast section,
5.03.02,5,5.03,02,AS01,Kaunos,Kaunos,,coast section,"Found the same way again, this time by the user directly (asked for a side-by-side table of book.map ""5.05.02""/""5.05.03""/""5.08.02"" to see why they weren't coastal): Kilikia Tracheia's own western coast, between Side (the Eurasian arc's own long-unconfirmed loose end) and Anemurion. Section ""5.05.03"" is headed ""Coast of Kilikia Tracheia"" (topostext §5.5.3) - literally ""coast"", just naming a district instead of a sea. Section ""5.08.02"" is headed ""In Selinitis of Kilikia Tracheia"" (topostext §5.8.2), a sub-district within the same coast - confirmed by §5.8.1's own transition line: ""with the following description: from Syedra, a city of Pamphylia, along the *coast*:"". Longitude rises monotonically the whole way - Side 63.42 -> Korakesion 63.58 -> Syedra 63.83 -> Iotape 64.00 -> Selinus 64.33 -> Antiocheia 64.67 -> Nephelis 64.83 -> Anemurion 65.17 - a real coastal walk, not a coincidence. This closes the Side<->Anemurion gap with genuine data instead of the dashed schematic bridge used since the twenty-eighth round (see static_map.py's own now-removed _ANEMURION bridge logic)."
5.03.03,5,5.03,03,AS01,Patara*,,,coast section,"Found the same way again, this time by the user directly (asked for a side-by-side table of book.map ""5.05.02""/""5.05.03""/""5.08.02"" to see why they weren't coastal): Kilikia Tracheia's own western coast, between Side (the Eurasian arc's own long-unconfirmed loose end) and Anemurion. Section ""5.05.03"" is headed ""Coast of Kilikia Tracheia"" (topostext §5.5.3) - literally ""coast"", just naming a district instead of a sea. Section ""5.08.02"" is headed ""In Selinitis of Kilikia Tracheia"" (topostext §5.8.2), a sub-district within the same coast - confirmed by §5.8.1's own transition line: ""with the following description: from Syedra, a city of Pamphylia, along the *coast*:"". Longitude rises monotonically the whole way - Side 63.42 -> Korakesion 63.58 -> Syedra 63.83 -> Iotape 64.00 -> Selinus 64.33 -> Antiocheia 64.67 -> Nephelis 64.83 -> Anemurion 65.17 - a real coastal walk, not a coincidence. This closes the Side<->Anemurion gap with genuine data instead of the dashed schematic bridge used since the twenty-eighth round (see static_map.py's own now-removed _ANEMURION bridge logic)."
5.03.04,5,5.03,04,AS01,Kragos (Mitte),,,mountain,"The mountain-side counterpart of _ISLAND_APPENDIX_SECTIONS: a section that's purely a *list* of named mountains/peaks, each cited by its own proper name with no ""-Gebirge""/""-berg"" suffix of its own to catch by keyword (""Of the named mountains the center of Bertiskos lies at...Mt. Bermion...Mt. Olympos..."", ""Mountains in the Peloponnese Pholoe...and Stymphalos..."") - the same ""no shared pattern to regex on, so it has to be an explicit allow-list"" reasoning as the island appendix. Confirmed by topostext's own section headers; more such sections likely exist elsewhere in the catalogue, not yet found because their books haven't been cross-referenced yet. [Kragos - Lykia's named mountain]"
5.03.05,5,5.03,05,AS01,Lykien,Lykien | Kragos,,inland,
5.03.06,5,5.03,06,AS01,Masikytos-Gebirge,Masikytos-Gebirge,,inland,
5.03.07,5,5.03,07,AS01,Milyas,Milyas,,inland,
5.03.08,5,5.03,08,AS01,Kabalien,Kabalien,,inland,
5.03.09,5,5.03,09,AS01,Lykien,Lykien,,inland,
5.04.01,5,5.04,01,AS01,Galatien,"Galatien | Pontos und Bithynien | Eigentliches Asien | Pamphylien | Grenzpunkt (eigentliches Asien, Galatien, Pamphylien) | Kappadokien | Pontos Euxeinos",,inland,
5.04.02,5,5.04,02,AS01,Kytoros,Kytoros,,coast section,"Same pattern, found the same way (user-reported gap in a rendered map), on the Black Sea: Paphlagonia/Pontus's own coast (book.map ""5.04"") is headed by ""Pontos Euxeinos"" (Greek for ""Black Sea"") only once, at the very start of the book.map (section ""01"") - every section actually enumerating the coast is headed by a place name instead (""Kytoros"", section ""02""'s own header), so almost every plain-named point fell through to `city`, including two of antiquity's best-known Black Sea ports, Sinope and Amisos (Sinop/Samsun today). The real cape ""Kap Karambis"" and the two river mouths already caught via `_MOUTH_RE` were the only survivors."
5.04.03,5,5.04,03,AS01,Sinope*,,,coast section,"Same pattern, found the same way (user-reported gap in a rendered map), on the Black Sea: Paphlagonia/Pontus's own coast (book.map ""5.04"") is headed by ""Pontos Euxeinos"" (Greek for ""Black Sea"") only once, at the very start of the book.map (section ""01"") - every section actually enumerating the coast is headed by a place name instead (""Kytoros"", section ""02""'s own header), so almost every plain-named point fell through to `city`, including two of antiquity's best-known Black Sea ports, Sinope and Amisos (Sinop/Samsun today). The real cape ""Kap Karambis"" and the two river mouths already caught via `_MOUTH_RE` were the only survivors."
5.04.04,5,5.04,04,AS01,Galatien,Galatien,,mountain,"The mountain-side counterpart of _ISLAND_APPENDIX_SECTIONS: a section that's purely a *list* of named mountains/peaks, each cited by its own proper name with no ""-Gebirge""/""-berg"" suffix of its own to catch by keyword (""Of the named mountains the center of Bertiskos lies at...Mt. Bermion...Mt. Olympos..."", ""Mountains in the Peloponnese Pholoe...and Stymphalos..."") - the same ""no shared pattern to regex on, so it has to be an explicit allow-list"" reasoning as the island appendix. Confirmed by topostext's own section headers; more such sections likely exist elsewhere in the catalogue, not yet found because their books haven't been cross-referenced yet. [Oligas(Gigas)/Dindymos(O-Ende)/Huegel von Kelainai - Galatia's named mountains, including Dindymos' other end (see 5.02.13 above - same range, re-cited across the book.map boundary)]"
5.04.05,5,5.04,05,AS01,Leute von Paphlagonien,Leute von Paphlagonien,,inland,
5.04.06,5,5.04,06,AS01,Sakorsa,,,inland,
5.04.07,5,5.04,07,AS01,Paphlagonien,Paphlagonien | Tolistobogier,,inland,
5.04.08,5,5.04,08,AS01,Tektosagen,Tektosagen,,inland,
5.04.09,5,5.04,09,AS01,Trokmer (Troismer),Trokmer (Troismer),,inland,
5.04.10,5,5.04,10,AS01,Proseilemeniten,Proseilemeniten | Obizener | Lykaonien,"Below the above-mentioned peoples extend the Proserlimenitai adjoining them. Below these, the Byzenoi and part of Lykaonia, with the cities:  Petenessos .",inland,
5.04.11,5,5.04,11,AS01,Pisidien,Pisidien,"Then below these to the west is a part of Pisidia, with cities  Apollonia .",inland,
5.04.12,5,5.04,12,AS01,Isaurien,Isaurien | Orondiker,Eastward is Isauria with cities:  Sauatra .,inland,
5.05.01,5,5.05,01,AS01,Pamphylien,"Pamphylien | Lykien | Eigentliches Asien | Galatien | Kilikien | Kappadokien | Grenzpunkt (Galatien, Kappadokien, Pamphylien) | Pamphylisches Meer",,coast section,
5.05.02,5,5.05,02,AS01,Phaselis,Phaselis | Lykien | Pamphylien,,coast section,"Found the same way again, this time by the user directly (asked for a side-by-side table of book.map ""5.05.02""/""5.05.03""/""5.08.02"" to see why they weren't coastal): Kilikia Tracheia's own western coast, between Side (the Eurasian arc's own long-unconfirmed loose end) and Anemurion. Section ""5.05.03"" is headed ""Coast of Kilikia Tracheia"" (topostext §5.5.3) - literally ""coast"", just naming a district instead of a sea. Section ""5.08.02"" is headed ""In Selinitis of Kilikia Tracheia"" (topostext §5.8.2), a sub-district within the same coast - confirmed by §5.8.1's own transition line: ""with the following description: from Syedra, a city of Pamphylia, along the *coast*:"". Longitude rises monotonically the whole way - Side 63.42 -> Korakesion 63.58 -> Syedra 63.83 -> Iotape 64.00 -> Selinus 64.33 -> Antiocheia 64.67 -> Nephelis 64.83 -> Anemurion 65.17 - a real coastal walk, not a coincidence. This closes the Side<->Anemurion gap with genuine data instead of the dashed schematic bridge used since the twenty-eighth round (see static_map.py's own now-removed _ANEMURION bridge logic)."
5.05.03,5,5.05,03,AS01,Raues Kilikien,Raues Kilikien,,coast section,"Found the same way again, this time by the user directly (asked for a side-by-side table of book.map ""5.05.02""/""5.05.03""/""5.08.02"" to see why they weren't coastal): Kilikia Tracheia's own western coast, between Side (the Eurasian arc's own long-unconfirmed loose end) and Anemurion. Section ""5.05.03"" is headed ""Coast of Kilikia Tracheia"" (topostext §5.5.3) - literally ""coast"", just naming a district instead of a sea. Section ""5.08.02"" is headed ""In Selinitis of Kilikia Tracheia"" (topostext §5.8.2), a sub-district within the same coast - confirmed by §5.8.1's own transition line: ""with the following description: from Syedra, a city of Pamphylia, along the *coast*:"". Longitude rises monotonically the whole way - Side 63.42 -> Korakesion 63.58 -> Syedra 63.83 -> Iotape 64.00 -> Selinus 64.33 -> Antiocheia 64.67 -> Nephelis 64.83 -> Anemurion 65.17 - a real coastal walk, not a coincidence. This closes the Side<->Anemurion gap with genuine data instead of the dashed schematic bridge used since the twenty-eighth round (see static_map.py's own now-removed _ANEMURION bridge logic)."
5.05.04,5,5.05,04,AS01,Phrygisches Pisidien,Phrygisches Pisidien,,inland,
5.05.05,5,5.05,05,AS01,Alt-Beudos (Alt-Pseudos),,,inland,
5.05.06,5,5.05,06,AS01,Kabalien,Kabalien,,inland,
5.05.07,5,5.05,07,AS01,Pamphylien,Pamphylien,,inland,
5.05.08,5,5.05,08,AS01,Pisidien,Pisidien,,inland,
5.05.09,5,5.05,09,AS01,Raues Kilikien,Raues Kilikien,,inland,
5.05.10,5,5.05,10,AS01,Pamphylien,Pamphylien,,island,"The following five were confirmed against topostext.org/work/209's English translation, which states outright ""the Ebuda islands..."", ""the islands which are near Albion island..."", etc. - independent of our own Modern_location-based guessing. [Krambusa/Attelebusa - the two islands lying off Pamphylia]"
5.06.01,5,5.06,01,AS01,Kappadokien,Kappadokien | Galatien | Pamphylien | Pontos Euxeinos | Kilikien | Tauros-Gebirge | Amanos-Gebirge | Syrien | Gross-Armenien | Moschika-Gebirge | Amisos,,inland,
5.06.02,5,5.06,02,AS01,Leukosyrer,Leukosyrer,,coast section,"Found the same way again, this time by the user directly (asked for a side-by-side table of book.map ""5.05.02""/""5.05.03""/""5.08.02"" to see why they weren't coastal): Kilikia Tracheia's own western coast, between Side (the Eurasian arc's own long-unconfirmed loose end) and Anemurion. Section ""5.05.03"" is headed ""Coast of Kilikia Tracheia"" (topostext §5.5.3) - literally ""coast"", just naming a district instead of a sea. Section ""5.08.02"" is headed ""In Selinitis of Kilikia Tracheia"" (topostext §5.8.2), a sub-district within the same coast - confirmed by §5.8.1's own transition line: ""with the following description: from Syedra, a city of Pamphylia, along the *coast*:"". Longitude rises monotonically the whole way - Side 63.42 -> Korakesion 63.58 -> Syedra 63.83 -> Iotape 64.00 -> Selinus 64.33 -> Antiocheia 64.67 -> Nephelis 64.83 -> Anemurion 65.17 - a real coastal walk, not a coincidence. This closes the Side<->Anemurion gap with genuine data instead of the dashed schematic bridge used since the twenty-eighth round (see static_map.py's own now-removed _ANEMURION bridge logic)."
5.06.03,5,5.06,03,AS01,Galatischer Pontos,Galatischer Pontos | Ebene von Phanagoria,,coast section,"The root cause behind all three Black Sea fixes above, generalized: `_COASTAL_HDR_RE` only recognizes *German* sea words (""Meer""/""Golf""/ ""Ozean""/...), but this catalogue routinely heads a Pontic-region section with the *Greek* proper noun instead (""Pontos Euxeinos"", ""Propontis"", ""Kimmerischer Bosporos"") - which never matches. Reported by the user as points ""hopping and dancing"" around the Black Sea, Bosphorus and Thrace/Bithynia - not a classification problem exactly (each point's own coordinate was always right), but a *connectivity* one: with real waypoints along the shore sitting in `city` instead of `coast`, the graph had nothing to connect but the few points that did happen to match some other keyword, forcing long, geographically senseless edges between them instead of the short, orderly hops a complete coastal walk would draw. Checked every section headed by a Greek Pontic sea-name across the whole catalogue (via a regex on the header text) and triaged each one individually - most were already fine (either already `coast`, or genuinely inland, like `5.06.09`- `11`'s ""Pontos"" *province* name, Amaseia and neighbours, nowhere near the shore) or too low-impact/uncertain to act on without further verification (single boundary-point sections). These sections had a real, topostext-confirmed gap: [Pontus Galaticus' coast (topostext: ""...the plain by Phanagoria: Themiskyra..."") - legendary home of the Amazons, a real coastal city]"
5.06.04,5,5.06,04,AS01,Polemoniakischer Pontos,Polemoniakischer Pontos,,coast section,"The root cause behind all three Black Sea fixes above, generalized: `_COASTAL_HDR_RE` only recognizes *German* sea words (""Meer""/""Golf""/ ""Ozean""/...), but this catalogue routinely heads a Pontic-region section with the *Greek* proper noun instead (""Pontos Euxeinos"", ""Propontis"", ""Kimmerischer Bosporos"") - which never matches. Reported by the user as points ""hopping and dancing"" around the Black Sea, Bosphorus and Thrace/Bithynia - not a classification problem exactly (each point's own coordinate was always right), but a *connectivity* one: with real waypoints along the shore sitting in `city` instead of `coast`, the graph had nothing to connect but the few points that did happen to match some other keyword, forcing long, geographically senseless edges between them instead of the short, orderly hops a complete coastal walk would draw. Checked every section headed by a Greek Pontic sea-name across the whole catalogue (via a regex on the header text) and triaged each one individually - most were already fine (either already `coast`, or genuinely inland, like `5.06.09`- `11`'s ""Pontos"" *province* name, Amaseia and neighbours, nowhere near the shore) or too low-impact/uncertain to act on without further verification (single boundary-point sections). These sections had a real, topostext-confirmed gap: [Pontus Polemoniacus' coast (topostext: ""Of Polemonian Pontos..."") - Polemonion and neighbours]"
5.06.05,5,5.06,05,AS01,Kappadokischer Pontos,Kappadokischer Pontos | Sidene,,coast section,"The root cause behind all three Black Sea fixes above, generalized: `_COASTAL_HDR_RE` only recognizes *German* sea words (""Meer""/""Golf""/ ""Ozean""/...), but this catalogue routinely heads a Pontic-region section with the *Greek* proper noun instead (""Pontos Euxeinos"", ""Propontis"", ""Kimmerischer Bosporos"") - which never matches. Reported by the user as points ""hopping and dancing"" around the Black Sea, Bosphorus and Thrace/Bithynia - not a classification problem exactly (each point's own coordinate was always right), but a *connectivity* one: with real waypoints along the shore sitting in `city` instead of `coast`, the graph had nothing to connect but the few points that did happen to match some other keyword, forcing long, geographically senseless edges between them instead of the short, orderly hops a complete coastal walk would draw. Checked every section headed by a Greek Pontic sea-name across the whole catalogue (via a regex on the header text) and triaged each one individually - most were already fine (either already `coast`, or genuinely inland, like `5.06.09`- `11`'s ""Pontos"" *province* name, Amaseia and neighbours, nowhere near the shore) or too low-impact/uncertain to act on without further verification (single boundary-point sections). These sections had a real, topostext-confirmed gap: [Pontus Cappadocicus' coast (topostext: ""...near Sidene: Ischopolis..."") - Kerasous/Giresun, Pharnakia, on the way to Trapezous/Trebizond]"
5.06.06,5,5.06,06,AS01,Kissier,Kissier,,coast section,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Pontus (Kissian coast): ""Opious...Rizous harbor...Athenon promontory...""]"
5.06.07,5,5.06,07,AS01,Apsorros,,,coast section,"Found the same way again, this time by the user directly (asked for a side-by-side table of book.map ""5.05.02""/""5.05.03""/""5.08.02"" to see why they weren't coastal): Kilikia Tracheia's own western coast, between Side (the Eurasian arc's own long-unconfirmed loose end) and Anemurion. Section ""5.05.03"" is headed ""Coast of Kilikia Tracheia"" (topostext §5.5.3) - literally ""coast"", just naming a district instead of a sea. Section ""5.08.02"" is headed ""In Selinitis of Kilikia Tracheia"" (topostext §5.8.2), a sub-district within the same coast - confirmed by §5.8.1's own transition line: ""with the following description: from Syedra, a city of Pamphylia, along the *coast*:"". Longitude rises monotonically the whole way - Side 63.42 -> Korakesion 63.58 -> Syedra 63.83 -> Iotape 64.00 -> Selinus 64.33 -> Antiocheia 64.67 -> Nephelis 64.83 -> Anemurion 65.17 - a real coastal walk, not a coincidence. This closes the Side<->Anemurion gap with genuine data instead of the dashed schematic bridge used since the twenty-eighth round (see static_map.py's own now-removed _ANEMURION bridge logic)."
5.06.08,5,5.06,08,AS01,Kappadokien,Kappadokien | Anti-Tauros | Tauros-Gebirge | Euphrat | Thermodon,,inland,
5.06.09,5,5.06,09,AS01,Kappadokien,Kappadokien | Galatien | Leukosyrer | Galatischer Pontos,,inland,
5.06.10,5,5.06,10,AS01,Polemoniakischer Pontos,Polemoniakischer Pontos,In the interior of Polemonian Pontos:  Gozalene or Gazaline .,inland,
5.06.11,5,5.06,11,AS01,Kappadokischer Pontos,Kappadokischer Pontos,In Kappadokian Pontos inland  Zephyrion .,inland,
5.06.12,5,5.06,12,AS01,Chamanene (Präfektur) (Chamendene (Präfektur)),Chamanene (Präfektur) (Chamendene (Präfektur)),In Chamane (or Chamanene) prefecture  Zama .,inland,
5.06.13,5,5.06,13,AS01,Sargarausene (Präfektur) (Garsurasene (Präfektur)),Sargarausene (Präfektur) (Garsurasene (Präfektur)),In Sargarausena (or Sargabrasene) prefecture  Phiara .,inland,
5.06.14,5,5.06,14,AS01,Garsauritis (Präfektur),Garsauritis (Präfektur),In Garsaouria prefecture  Phreata .,inland,
5.06.15,5,5.06,15,AS01,Kilikien (Präfektur),Kilikien (Präfektur),In Kilikia prefecture  Moustilia .,inland,
5.06.16,5,5.06,16,AS01,Lykaonien (Präfektur),Lykaonien (Präfektur),In Lykaonia Adopissos .,inland,
5.06.17,5,5.06,17,AS01,Antiocheiane (Präfektur),Antiocheiane (Präfektur),In Antiochiane  Derbe .,inland,
5.06.18,5,5.06,18,AS01,Tyanis (Präfektur),Tyanis (Präfektur),,inland,
5.07.02,5,5.07,02,AS01,Euphrat,Euphrat,,inland,
5.07.03,5,5.07,03,AS01,Satala*,,,inland,
5.07.04,5,5.07,04,AS01,Analibla,,,inland,
5.07.05,5,5.07,05,AS01,Melitene,Melitene | Euphrat,,inland,
5.07.06,5,5.07,06,AS01,Zoparissos,,,inland,
5.07.07,5,5.07,07,AS01,Kataonien (Präfektur),Kataonien (Präfektur),,inland,
5.07.08,5,5.07,08,AS01,Murimene (Präfektur),Murimene (Präfektur),,inland,
5.07.09,5,5.07,09,AS01,Laviansene (Präfektur),Laviansene (Präfektur) | Euphrat,,inland,
5.07.10,5,5.07,10,AS01,Kaparkelis,,Interior from these:  Kaparkelis .,inland,
5.07.11,5,5.07,11,AS01,Aravene (Präfektur),Aravene (Präfektur) | Euphrat,In Arauene prefecture beside the Euphrates river:  Iouliopolis .,inland,
5.07.12,5,5.07,12,AS01,Serastere,,Interior from this  Serastere .,inland,
5.08.01,5,5.08,01,AS01,Kilikien,"Kilikien | Pamphylien | Syrien | Amanos-Gebirge | Grenzpunkt (Kappadokien, Kilikien, Syrien) | Kappadokien | Golf von Issos | Amanos-Pforten | Tauros-Gebirge | Kilikische Enge",,coast section,
5.08.02,5,5.08,02,AS01,Syedra,Syedra | Raue Selentis | Kragos,,coast section,"Found the same way again, this time by the user directly (asked for a side-by-side table of book.map ""5.05.02""/""5.05.03""/""5.08.02"" to see why they weren't coastal): Kilikia Tracheia's own western coast, between Side (the Eurasian arc's own long-unconfirmed loose end) and Anemurion. Section ""5.05.03"" is headed ""Coast of Kilikia Tracheia"" (topostext §5.5.3) - literally ""coast"", just naming a district instead of a sea. Section ""5.08.02"" is headed ""In Selinitis of Kilikia Tracheia"" (topostext §5.8.2), a sub-district within the same coast - confirmed by §5.8.1's own transition line: ""with the following description: from Syedra, a city of Pamphylia, along the *coast*:"". Longitude rises monotonically the whole way - Side 63.42 -> Korakesion 63.58 -> Syedra 63.83 -> Iotape 64.00 -> Selinus 64.33 -> Antiocheia 64.67 -> Nephelis 64.83 -> Anemurion 65.17 - a real coastal walk, not a coincidence. This closes the Side<->Anemurion gap with genuine data instead of the dashed schematic bridge used since the twenty-eighth round (see static_map.py's own now-removed _ANEMURION bridge logic)."
5.08.03,5,5.08,03,AS01,Ketis,Ketis,,coast section,"Found the same way again, this time by the user directly (asked for a side-by-side table of book.map ""5.05.02""/""5.05.03""/""5.08.02"" to see why they weren't coastal): Kilikia Tracheia's own western coast, between Side (the Eurasian arc's own long-unconfirmed loose end) and Anemurion. Section ""5.05.03"" is headed ""Coast of Kilikia Tracheia"" (topostext §5.5.3) - literally ""coast"", just naming a district instead of a sea. Section ""5.08.02"" is headed ""In Selinitis of Kilikia Tracheia"" (topostext §5.8.2), a sub-district within the same coast - confirmed by §5.8.1's own transition line: ""with the following description: from Syedra, a city of Pamphylia, along the *coast*:"". Longitude rises monotonically the whole way - Side 63.42 -> Korakesion 63.58 -> Syedra 63.83 -> Iotape 64.00 -> Selinus 64.33 -> Antiocheia 64.67 -> Nephelis 64.83 -> Anemurion 65.17 - a real coastal walk, not a coincidence. This closes the Side<->Anemurion gap with genuine data instead of the dashed schematic bridge used since the twenty-eighth round (see static_map.py's own now-removed _ANEMURION bridge logic)."
5.08.04,5,5.08,04,AS01,Eigentliches Kilikien,Eigentliches Kilikien,,coast section,"Found the same way again, this time by the user directly (asked for a side-by-side table of book.map ""5.05.02""/""5.05.03""/""5.08.02"" to see why they weren't coastal): Kilikia Tracheia's own western coast, between Side (the Eurasian arc's own long-unconfirmed loose end) and Anemurion. Section ""5.05.03"" is headed ""Coast of Kilikia Tracheia"" (topostext §5.5.3) - literally ""coast"", just naming a district instead of a sea. Section ""5.08.02"" is headed ""In Selinitis of Kilikia Tracheia"" (topostext §5.8.2), a sub-district within the same coast - confirmed by §5.8.1's own transition line: ""with the following description: from Syedra, a city of Pamphylia, along the *coast*:"". Longitude rises monotonically the whole way - Side 63.42 -> Korakesion 63.58 -> Syedra 63.83 -> Iotape 64.00 -> Selinus 64.33 -> Antiocheia 64.67 -> Nephelis 64.83 -> Anemurion 65.17 - a real coastal walk, not a coincidence. This closes the Side<->Anemurion gap with genuine data instead of the dashed schematic bridge used since the twenty-eighth round (see static_map.py's own now-removed _ANEMURION bridge logic)."
5.08.05,5,5.08,05,AS01,Kilikien,Kilikien | Raue Selentis,,inland,
5.08.06,5,5.08,06,AS01,Ketis,Ketis | Lalasis | Charakene | Lamotis | Lakanitis | Bryklike,,inland,
5.08.07,5,5.08,07,AS01,Eigentliches Kilikien,Eigentliches Kilikien | Anazarbos (Anabarzos),,inland,
5.09.02,5,5.09,02,AS02,Tanaïs-Mündung,Tanaïs-Mündung,,coast section,"Sarmatia-in-Asia's own coast (book.map ""5.09"", the Sea of Azov/Kerch strait/NE Black Sea shore down to the Colchis border) - previously documented below (see the Coverage section of the README) as ""confirmed, not fixed"" for lack of an override mechanism at the time; fixed now that one exists. Real Bosporan-kingdom port towns (Phanagoria, Hermonassa, Sindikos - topostext explicitly calls the latter a ""harbor"") were sitting in `city` between coast/river_mouth points precisely because most of this coastal walk's own points never individually matched a keyword and the section headers are Greek place/tribe names, not `_COASTAL_HDR_RE`'s German sea words."
5.09.03,5,5.09,03,AS02,Grosser Rhombites (Mündung),,,coast section,"Sarmatia-in-Asia's own coast (book.map ""5.09"", the Sea of Azov/Kerch strait/NE Black Sea shore down to the Colchis border) - previously documented below (see the Coverage section of the README) as ""confirmed, not fixed"" for lack of an override mechanism at the time; fixed now that one exists. Real Bosporan-kingdom port towns (Phanagoria, Hermonassa, Sindikos - topostext explicitly calls the latter a ""harbor"") were sitting in `city` between coast/river_mouth points precisely because most of this coastal walk's own points never individually matched a keyword and the section headers are Greek place/tribe names, not `_COASTAL_HDR_RE`'s German sea words."
5.09.04,5,5.09,04,AS02,Kleiner Rhombites (Mündung),,,coast section,"Sarmatia-in-Asia's own coast (book.map ""5.09"", the Sea of Azov/Kerch strait/NE Black Sea shore down to the Colchis border) - previously documented below (see the Coverage section of the README) as ""confirmed, not fixed"" for lack of an override mechanism at the time; fixed now that one exists. Real Bosporan-kingdom port towns (Phanagoria, Hermonassa, Sindikos - topostext explicitly calls the latter a ""harbor"") were sitting in `city` between coast/river_mouth points precisely because most of this coastal walk's own points never individually matched a keyword and the section headers are Greek place/tribe names, not `_COASTAL_HDR_RE`'s German sea words."
5.09.05,5,5.09,05,AS02,Vardanes-Mündung,,,coast section,"Sarmatia-in-Asia's own coast (book.map ""5.09"", the Sea of Azov/Kerch strait/NE Black Sea shore down to the Colchis border) - previously documented below (see the Coverage section of the README) as ""confirmed, not fixed"" for lack of an override mechanism at the time; fixed now that one exists. Real Bosporan-kingdom port towns (Phanagoria, Hermonassa, Sindikos - topostext explicitly calls the latter a ""harbor"") were sitting in `city` between coast/river_mouth points precisely because most of this coastal walk's own points never individually matched a keyword and the section headers are Greek place/tribe names, not `_COASTAL_HDR_RE`'s German sea words."
